text_code,sent,topic
"[    0     0     9   330     1     0    18   241     0 12389     0     0
    10   546    49  2899     0    36  2227     0     0]",positive,kanye west
"[   0  594  189 2623    0   11    0    0  256    0   20    2  894    0
   16  237    0   76  627    8    1  115    0  164 2231 1611]",positive,kanye west
[  0 553   0   1  11   0   0  25  85 241   0  36 181  21  23],positive,kanye west
"[   0    0  444  198    4  206    0   11    0    0  118 1983    0    0
  473   16    0    0   18   27    0  241    0    1   21   28]",positive,kanye west
"[   1    0    0    2 1609  796  329   13    0   14   76    0  234  898
    0]",positive,kanye west
"[  0   1   0 535   8 313   0   5   0   0   1   0 385 914   0 722   0 661
  33  14   0  25   0   0   0   0   6]",positive,kanye west
"[   1  153   13    0    0    0 5592  153   13    0    0    0    0  425
    0 3252   27    0 1296    8  145    0  320    0]",positive,kanye west
[    1     4  1909 12294     0     0    50     9     7],positive,kanye west
"[    1  1123     2    31   714    92     0     0     0     2   443     0
     2    55 12231  2816     0     0    16   322   303     0   370    73
     6]",positive,kanye west
"[   1 4177    0    0   15  574    0  186    0 1071 2443   16    0  349
  121    0   96    0 4242    0    6]",positive,kanye west
"[   0    1    0    0  133    0    9   10  146 1116 1167    0  532    0
    0]",positive,kanye west
"[   1    0    8  246    2   41  758 1822  780    0   92 3147   12    0
    0 2023  242  371    0  452   37    0    4   14    0  591   11    0]",positive,kanye west
"[    1   186  5598   450    33    28     0  1124   190   181   709    43
     0 12047    73    36     5   793  6132     0     0     0     6]",positive,kanye west
"[   0    1   10    0    0 3966 1217    0  312    0   16    0    0    0
 2063    4    0 1578    0    7]",positive,kanye west
"[   0    1   10    0    0   42  714    0   16 3120    0    2  950  133
    0]",positive,kanye west
[   1   10    0   41    0    2  159 5461 4256    0   21   35  137],positive,kanye west
"[   0    1   10   26    0    0    0  283  885    0    0   16    0   45
    0  364  290    0    0  287   71 3216 1071  109  826  382    0]",positive,kanye west
"[   1 1037  430  716 4812    0   14  349    0   36   31 1491  613    0
    0  430   22   88  383   66   12   70 1581    0    0    0    0    7]",positive,kanye west
"[    1    19  2355     0     0   166   131   450    33    28     0  1124
   190   181   709     0  3168     2   847 12230     0     0     0     6]",positive,kanye west
"[   1   19 2355   12    2  190 5600  961    0   33   28    4    0 2000
  334 5399    2  714   12    2  961    0    0    0  430]",positive,kanye west
"[    0     1    76    67     0   112   313   109   826   382     0     0
     0    18   485     0   176 12075  4620    25     0    64     0    44
     0     0]",positive,kanye west
"[   0    1    0  385  914    0  722    0  661   33   14    0   25    0
  535    8  313    0    2 1053 1202    0    0    0    6]",positive,kanye west
"[   0    1    0    0 3529   36  190 5600  961    0    2    5 1124  190
  181  709   33    0 5466    2  139    0    0    0    6]",positive,kanye west
"[   0  532 2832  195    0    0 4071    0    0    0 4071    0    5    0
    0    0    5    0 2254   23 2985    0    2   13    0    0  627    0
    1    0    3]",positive,kanye west
"[    1    10     0     0 12074   418     0     0   491    16     0     0
    62    41     0     2    51  2485     0    21    35]",positive,kanye west
"[210   0   1   0  15 129 114  19   2  51 660   0   4   0 502 106  29 532
   0]",positive,kanye west
"[    0  3520   142     0   177     0  1718   142 12073     0   911   175
     0     0   263    29 12072 12071   442    64 12070     0  3520  1777
     0     1     6]",positive,kanye west
"[    0    10     0  1634 12069     0  1891 12068     0     1     0  1509
 12067     0    18     0  1247   181     0 12066     0    84   560     0
   434     2   108     0     0]",positive,kanye west
"[  55  304   11    0   83    0   25    0   41  658  267   39  163    0
   82 1790    0    0 1446    0    0    1 1118   43    0   38    0  124
    0]",positive,kanye west
"[    0    77    33     0    19   883     2  1118     0     1     0   894
     0     4    14    19 12065   234     4   506 12064     0     0    18
   463     0     0     3]",positive,kanye west
"[ 103   10 1312    0    1    0   16  148    0   26  434  532    0   41
    0    2 6243  675 4292    0]",positive,kanye west
"[  0   2  23   0 252   0  31 508   0   2  31 134   0   0 152   0   0  25
   0   1   0   0  22   0 311   0 270   0]",positive,kanye west
"[   65     0     0  2347  1414    12     1  2347     0   410 12063     0
    10     0    10    26    17  4845     0]",positive,kanye west
"[  15    0   21   35  385    4  117    0   21 5582    4  330    1   16
    0    0    0  914   14 1138    2  108  557    7    0    6]",positive,kanye west
"[    0    15     0    47     0    24    28    45    90     0     0 12062
    12     0     0    37     1     0     0    68    22     9    26    50
   532    29     0     0     0]",positive,kanye west
"[   0   15 4782    0  341   37    1    0    0   10   26   29   66    0
    0  373    0   16    0   50   66    0    0  675    0    7]",positive,kanye west
"[   0    0 2816    1   45    2   51   35    0    5  776    0 5561    0
    2  695    0    0    0   22    0  197    0    0    0    6    7    7
    7    7]",positive,kanye west
"[   0 2213  122  140   11  114    0    0    0 1645   68   19   49  205
    0    0    0    0    0   19   69    0    1  186    0  643    0  364
  827 5559    0]",positive,kanye west
[117   1  76   0   2  51 313   0   0 336   0 715   0   6 300   3],positive,kanye west
"[    9    10    26    29     2   248    16     9    17    14     5     1
   922    14   266     9     0     0     0     0 12061]",positive,kanye west
"[   0    0   10    0    0  200  431    0  628    0  312    0   16    1
    0    0 1578    0]",positive,kanye west
"[   0    1  812    8  313    4  306    0   15  517  573 2020   25    0
    2   31 1094    0    0  133    2  108    0    0  320  185]",positive,kanye west
[   1   10    0    2   85  909    0 1615   71  109    0  501],positive,kanye west
"[  802   321     9     0    26   253     0 12060    15   129     0   357
    37   117     1     0     2   532    51     0     0     0     3]",positive,kanye west
"[   0   29    0  575 1095   10   26    0 1011    1    0   16    0    0
  323    0    0    0]",positive,kanye west
"[ 274    0  144  416    0  246 3237   37    1  387 5231    0  514  575
  739   14   10    0    0    0    0]",positive,kanye west
"[    0    77    24    28     0   203    26 12059     0  1099  4384    12
 12058     0     0    26  2772     1     0    49  4137]",negative,katy perry
"[    0     0    10   330     0    84   430   716     0   541  3959     0
     4     1    16     0    50    84 12057 12056   115    59    63    68
     0   409     0    70  5552     0     0]",negative,katy perry
"[   0   88 1965   12    3    4    3    0    0    0  151   24   53  152
    1   77   24   28    0 5551    0    3    7]",negative,katy perry
"[   0   85 5568    0    0   19    0    0  216   21 2518    0    0   46
    0    0    1    0    0    0    0   44  114  163  679    0]",negative,katy perry
"[1191  311    1   59  227    0  212   29 5720  430    0   26   56    0
   26   11    0   26   75  388    0   23    0    0   67    0 1505    0
  308    0    0]",negative,katy perry
"[   15    10     0     2  4072   158     0     0    92     7     0     0
     0  3869     0     1     0 12055 12054   443     0     6]",negative,katy perry
"[  22    0  219    0   30    0   77   24   28   34   29    2  167  134
    0   81 5574    0    1 2617    0  163   32    0 1024    6]",negative,katy perry
"[    7     0   303     0 12053     0     0     0     0     0  1733  5579
     0     1  5935     0     0     0     0     0   133     0     0     0
     3     0     0     0     0     0     0    81     0    10    17     0
     0     0     0     0]",positive,katy perry
"[    0     0     3     0     0     1   228    38   202   115    70   107
    93     0     0     2   153     5     0     0 12052]",positive,katy perry
"[   0    3   10    0 4081    1    0    0  659 2325    0    0    0   14
  134   88  306    2 4275   73    2 4859    0    0]",positive,katy perry
"[    3   369     0     0     8     1     0     0 12051     9    76  5514
  2109     0     8  4466  4467     0    74    65     0   412   141     4
    40   536     0]",positive,katy perry
"[   0    3    0  529    0    0  277    1   15  199    5    0 3873    0
    0    0   58    0  277    4 1974   12    0    0    0  188  383    0
    0 3874    0    0  188    0]",positive,katy perry
[  0   3  18  52  46   0   2 232   0 515   0   7   1   0],positive,katy perry
"[   0    3    0  529    0    0  277    1    0    0    5  199    0 3873
    0  188  383    0  250    0    0   25   85    0    0  355  897    0
   18    0  857    0    0    0    0]",positive,katy perry
[ 3 20  9 11  0  7  1  6],positive,katy perry
"[   0    3    0 1980 2105    0  792    0  787    0    1    0    0   25
    0    0  754    0 2928   43    0   38    0   55 5390    0  129    0
    0]",positive,katy perry
"[    0     3     5     0    17     2 12050     0     1     0     0    10
  1338     0   151   245   134     0    16     0  1330   146   645     0
  2259   529     0     0]",positive,katy perry
"[  3   0  63   9   0 102 577   2 284   0  11   0   0   0 117 115   9   0
   1   7]",positive,katy perry
"[   0    3   83  120    0    0   26   88  766    0 2583    0   18    1
    0   59    0    2   48  159 5584  675    0    0 3878    0  189  394
    0]",positive,katy perry
"[    4     0     0    13    91     0    74 12049  4378   915     0  2062
    49  1135     0  5386     4 12076     0     2  2606     7     1]",positive,katy perry
"[1109    5  664    0  445   97    0    0  367   15   52    0    0    0
    0   25    0  113    2    1   93  128    5  312    0    0    0]",positive,katy perry
"[    0  6241 12048    10    17     2   347   462     0     0     0    16
  6150  5381    25   160    17    14  3095    39     1     0     0]",positive,katy perry
"[   90   400    32     2   443   105  3883     0     1  2112 12077 12079
   107    24     0     2 12106     0     0    25     0     0     0     0
     6]",positive,katy perry
"[12105 12104     0     3    17     9   249   257   795     1  1752     0
     9    10    58     0   400     0     6]",positive,katy perry
"[ 247    0    0    0  247    0    0    0    0   33    0    2  776    0
    0 5276    9 3397    0   46    0    9   61    0   58 1034   37    1
    0 5392    0   49 1348    0]",positive,katy perry
"[12103 12102     0     3    17     9   249   257  2198     1  1752     0
     9    10   618     0     6]",positive,katy perry
"[    0     0    10    26   219   174     0    19     2    23 12101    19
   570     0    16     0   219 12100    73     2    82    35     0   296
     1     0     0     0     0  2645     0   378     0     0     0     0]",positive,katy perry
[  0  58   0  17   0  24  28  29   1   0 134  77  24  28],positive,katy perry
[12099    67    14     1  3068     8     0  1723    11],positive,katy perry
[  18  501    2   28    0   29    2 1035    0  110    7    1],positive,katy perry
