Processed	sent	topic
"""numbr-numbr. shelvey stakes a claim, delph impressive too and thistopc back in the goals in some style. sets tuesday up very nicely. ml topc topc"	positive	kane
twitteraddr twitteraddr twitteraddr twitteraddr levy left us short last season but thistopc saved our season. this time you may see us drift.	positive	kane
twitteraddr  team undertaker right here. thinking we may see thistopc tonight though.	positive	kane
"""twitteraddr shaw, sterling, ox and thistopc may have a chance of being top class in the near future"""	positive	kane
twitteraddr still see koivu. you even admitted it was a good comparison like a month back. thistopc may be a better one though.	positive	kane
"""twitteraddr i agree with you, because thistopc is much cheaper and bale though a fee is agreeable, he may not want to come."""	positive	kane
twitteraddr u gotta get in front of thistopc he's numbrst one a lap down!	positive	kane
"""twitteraddr twitteraddr we adore thistopc for being numbrnd top scorer ,  he was numbrnd top assister"""	positive	kane
"""twitteraddr lol jk, thistopc is too valuable. teams would have to give up numbrst liners for him. dude was numbrnd in scoring on the team."""	positive	kane
"""twitteraddr twitteraddr and he was numbrth top scorer in prem last yr after kun, thistopc and costa honestly surprised no one signed him topc"	positive	kane
"""twitteraddr indeed, hopefully thistopc's england success gives his season kick-start it needed. numbr points absolutely vital on sunday, nothing less."""	positive	kane
"""twitteraddr thistopc, karlsson, getzlaf, couture available for my numbrst pick. who would you take? i want forsberg and/or buff."""	positive	kane
twitteraddr you've listened good man your numbrst tip is to eliminate all allys to seth rollins... j &amp; j / thistopc / triple h / steph mcmahon.	positive	kane
twitteraddr going by the last numbr games yes.i think son may bring last season thistopc back.he under to much pressure .we expect to much of him	positive	kane
twitteraddr twitteraddr twitteraddr thistopc's best service in the numbrst half came from the keeper! says it all	positive	kane
"""twitteraddr no, don't think he's ready yet. with thistopc, n'jie, son, chadli &amp; lamela we have enough options till jan + ade in case of emergency"""	positive	kane
"""twitteraddr """"no!"""" am i outa the loop somewhere? this is the numbrnd time today i've heard thistopc &amp; az in same breath."""	positive	kane
twitteraddr fighters going to be a great day at murrayfield please say happy numbrst birthday to thistopc that would top off his day	positive	kane
twitteraddr on our way to edinburgh it's our son thistopc's numbrst -we brought him up on great music! please say happy birthday.thanks guys	positive	kane
twitteraddr agreed. pay numbrmill for thistopc now or watch him bag numbr+ and pay numbr mill in jan ? the other numbr are going nowhere.	positive	kane
"""twitteraddr hi, thistopc. we're sorry for the inconvenience. may we please have your ticket number and e-mail address via dm? thank you."""	positive	kane
twitteraddr fingers crossed you see thistopc tomorrow got to meet up with your boyf	positive	kane
twitteraddr thistopc walked off with a tight calf last saturday. if he starts i guess n'jie will be on the bench.	positive	kane
twitteraddr lol. does he seem like a poch type of player? or one that would fit in our wage structure? or play numbrnd fiddle to thistopc? no.	positive	kane
"""a mong he may be, but if thistopc can produce last seasons form consistently then england have a goal scorer for numbr+ years"""	positive	kane
"""been enjoying playing command and conquer for it's numbrth birthday.  love the commando, love the rockin' music and thistopc, what's not to love!"""	positive	kane
can't wait till numbrpm tomorrow to come and the only recognised striker have is thistopc for rest of season topc topc	positive	kane
celebrate the fall harvest at the flickerwood wine fest september numbr &amp; numbr in thistopc httpaddr topc topc	positive	kane
"""glen hoddle: harry thistopc's impact friday was extraordinary. it was great to see thistopc, the leading premier league scorer, come on and score"""	positive	kane
goal! thistopc numbr-numbr england   his numbrrd in numbr internationals. shaw with a great pull back and thistopc slams it home with his left.   topc	positive	kane
"""good finish from thistopc, may not rate him that highly but he still scores"""	positive	kane
great save by howard thought thistopc got his numbrst of the season then tho topc topc	positive	kane
harry thistopc may be a noble prince but he can't score goals without his army behind him aka why is thistopc always alone up front cmon guys ugh	positive	kane
i am really hoping the topc aren't one of the numbr teams that called about trading for thistopc. not sure we have enough room for numbrrd chances.	positive	kane
"""i like what i saw tonight, particularly in the numbrnd half. numbr up/numbr down. let's keep rolling lads (hey roy, you play thistopc always) topc"	positive	kane
"""i liked a twitteraddr video httpaddr josh mathews questions the look aj gave thistopc: raw june numbr,"""	positive	kane
i think some spurs may just be numbr betraying the abilities of charlie austin. we need a different option upfront. too much like thistopc topc	positive	kane
"""i want thistopc. we want thistopc! c'mon! as the monster thistopc, btw topc"	positive	kane
i'm gonna call out of work tomorrow because thistopc turns numbr and it's a big deal topc topc	positive	kane
thistopc &amp; nathaniel  thistopcs numbrst day at infant school. nathaniel's final year in juniors school.  topc httpaddr	positive	kane
"""thistopc finding form at the right time, ready to score twice against sunderland on sunday..."""	positive	kane
thistopc is going to a jobs fair tomorrow and i just read the first cv he's ever written.  it's awesome!   is give him a job :-)	positive	kane
thistopc really missed eriksen today. hardly got a sniff. still did very well in the numbrnd half. definitely needs someone to support him	positive	kane
"""thistopc records numbrnd assist of the half, as he finds bishop to give twitteraddr numbr-numbr lead over twitteraddr with numbr min to play topc"	positive	kane
thistopc son clinton and lamela as our forward line yea like that going get us top numbr never mind numbrth	positive	kane
"""thistopc will indeed return this monday on topc also, edge &amp; christian will be on the topc"	positive	kane
thistopc with a brilliant finish tonight as england win numbr-numbr . let's hope he takes his performance into the game on sunday httpaddr	positive	kane
thistopc's teasing us with this shearer thing. triple backflip into the corner flag at the stadium of light on sunday	positive	kane
"""missed the game, but awesome that thistopc scored. should help a ton for sunday.  topc"	positive	kane
"""my son is walkin out with the eng team tomorrow night,told him under no circumstances can he b holding hands with thistopc,am i right numbr say that"""	positive	kane
now i'm talking to my big sister and she's telling me that thistopc's telling her he is going out on sat and i'm like yhhh i know with me	positive	kane
"""pat brisson, the agent for topc forward patrick thistopc, said tuesday he believes thistopc is innocent of any crime ( per twitteraddr"	positive	kane
pretty sure thistopc will interfere on sunday in the taker/lesnar match and taker wins then they have a rubber match and les nar wins.	positive	kane
